,receiptId,brandCode,barcode,description,finalPrice,partnerItemId,pointsEarned,pointsPayerId,quantityPurchased,rewardsGroup,rewardsProductPartnerId,targetPrice,userFlaggedNewItem,needsFetchReview
85,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,3,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
86,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,4,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
87,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,5,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
88,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,6,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
89,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,7,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
90,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,8,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
91,5ff36c750a7214ada100058f,,029000079236,PLANTERSe Cashew Halves & Pieces - 46 oz.,9.99,9,50.0,559c2234e4b06aca36af13c6,1.0,PLANTERS CASHEWS,559c2234e4b06aca36af13c6,800,,
92,5ff36d860a720f05230005a7,,041129002292,CLASSICO Traditional Basil Pesto 14OZ 12pack,1,1,5.0,559c2234e4b06aca36af13c6,1.0,CLASSICO PESTO,559c2234e4b06aca36af13c6,800,,
93,5ff36d9f0a720f05230005ab,,043000946060,K9 Crystal Chandelier with 4 Lights in Globe Shape,1,1,5.0,559c2234e4b06aca36af13c6,1.0,KOOL-AID BURSTS DRINK,559c2234e4b06aca36af13c6,800,,
94,5ff36adb0a720f0523000590,,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,1,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,800,,
95,5ff36adb0a720f0523000590,,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,2,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,800,,
96,5ff36adb0a720f0523000590,,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,3,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,800,,
97,5ff36adb0a720f0523000590,,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,4,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,800,,
98,5ff36adb0a720f0523000590,,044700009888,"OSCAR MAYER Cotto Salami, 12 oz",9.99,5,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER LUNCH MEAT,559c2234e4b06aca36af13c6,800,,
99,5ff36da00a7214ada100059b,,021000012961,,1,1,,,1.0,SARGENTO STRING OR STICK CHEESE,5e7cf838f221c312e698a628,,,
100,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,1,,,1.0,,559c2234e4b06aca36af13c6,,,
101,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,2,,,1.0,,559c2234e4b06aca36af13c6,,,
102,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,3,,,1.0,,559c2234e4b06aca36af13c6,,,
103,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,4,,,1.0,,559c2234e4b06aca36af13c6,,,
104,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,5,,,1.0,,559c2234e4b06aca36af13c6,,,
105,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,6,,,1.0,,559c2234e4b06aca36af13c6,,,
106,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,7,,,1.0,,559c2234e4b06aca36af13c6,,,
107,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,8,,,1.0,,559c2234e4b06aca36af13c6,,,
108,5ff36dc40a7214ada100059f,,021000678358,KRAFT Barbecue Roasted Garlic 18 OZ 002100067835,9.99,9,,,1.0,,559c2234e4b06aca36af13c6,,,
109,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,1,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
110,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,2,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
111,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,3,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
112,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,4,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
113,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,5,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
114,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,6,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
115,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,7,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
116,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,8,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
117,5ff3710b0a7214ada10005a7,,044700033302,"OSCAR MAYER Carving Board Oven Roasted Turkey Breast, 7.5 oz",9.99,9,50.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER CARVING BOARD,559c2234e4b06aca36af13c6,800,,
118,5ff36d780a7214ada1000593,,021000059232,,10,1,,,1.0,SARGENTO SLICED NATURAL CHEESE 7OZ OR SMALLER,5e7cf838f221c312e698a628,,,
119,5ff371410a7214ada10005ba,,043000004944,"MAXWELL HOUSE Orange International Cafe Beverage Mix, 9.3 OZ",1,1,5.0,559c2234e4b06aca36af13c6,1.0,MAXWELL HOUSE INTERNATIONAL INSTANT COFFEE,559c2234e4b06aca36af13c6,800,,
120,5ff36c8b0a720f05230005a1,,759283400082,KRAFT BACK TO NATURE CHEDDAR CHEESE SHELL MACARONI AND CHEESE MIX 6 OZ - 0759283400081,1,1,,,1.0,,5e825d64f221c312e698a62a,,,
121,5ff36c550a7214ada1000588,,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,1,,,1.0,,559c2234e4b06aca36af13c6,,,
122,5ff36c550a7214ada1000588,,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,2,,,1.0,,559c2234e4b06aca36af13c6,,,
123,5ff36c550a7214ada1000588,,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,3,,,1.0,,559c2234e4b06aca36af13c6,,,
124,5ff36c550a7214ada1000588,,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,4,,,1.0,,559c2234e4b06aca36af13c6,,,
125,5ff36c550a7214ada1000588,,025800000135,SMART MADE Rosemary Grilled Beef & Vegetables 9 OZ Box,5,5,,,1.0,,559c2234e4b06aca36af13c6,,,
126,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,1,,,1.0,,559c2234e4b06aca36af13c6,,,
127,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,2,,,1.0,,559c2234e4b06aca36af13c6,,,
128,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,3,,,1.0,,559c2234e4b06aca36af13c6,,,
129,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,4,,,1.0,,559c2234e4b06aca36af13c6,,,
130,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,5,,,1.0,,559c2234e4b06aca36af13c6,,,
131,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,6,,,1.0,,559c2234e4b06aca36af13c6,,,
132,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,7,,,1.0,,559c2234e4b06aca36af13c6,,,
133,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,8,,,1.0,,559c2234e4b06aca36af13c6,,,
134,5ff36acb0a720f052300058d,,043000043486,Jell-O Make Your Own Mixchief Gelatin Juice 0.25-oz,9.99,9,,,1.0,,559c2234e4b06aca36af13c6,,,
135,5ff371450a7214ada10005bd,,029000024748,NATURE TREE Walnuts 8oz,9.99,1,,,1.0,,559c2234e4b06aca36af13c6,,,
136,5ff371450a7214ada10005bd,,029000024748,NATURE TREE Walnuts 8oz,9.99,2,,,1.0,,559c2234e4b06aca36af13c6,,,
137,5ff371450a7214ada10005bd,,029000024748,NATURE TREE Walnuts 8oz,9.99,3,,,1.0,,559c2234e4b06aca36af13c6,,,
138,5ff371450a7214ada10005bd,,029000024748,NATURE TREE Walnuts 8oz,9.99,4,,,1.0,,559c2234e4b06aca36af13c6,,,
139,5ff371450a7214ada10005bd,,029000024748,NATURE TREE Walnuts 8oz,9.99,5,,,1.0,,559c2234e4b06aca36af13c6,,,
140,5ff36d9d0a720f05230005aa,,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,1,25.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,800,,
141,5ff36d9d0a720f05230005aa,,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,2,25.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,800,,
142,5ff36d9d0a720f05230005aa,,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,3,25.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,800,,
143,5ff36d9d0a720f05230005aa,,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,4,25.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,800,,
144,5ff36d9d0a720f05230005aa,,044700002810,OSCAR MAYER XXL Premium Fully-Cooked Beef Franks 16 OZ 004470000281,5,5,25.0,559c2234e4b06aca36af13c6,1.0,OSCAR MAYER HOT DOG - BEEF FRANKS,559c2234e4b06aca36af13c6,800,,
145,5ff36c590a7214ada1000589,,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,1,25.0,559c2234e4b06aca36af13c6,1.0,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,800,,
146,5ff36c590a7214ada1000589,,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,2,25.0,559c2234e4b06aca36af13c6,1.0,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,800,,
147,5ff36c590a7214ada1000589,,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,3,25.0,559c2234e4b06aca36af13c6,1.0,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,800,,
148,5ff36c590a7214ada1000589,,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,4,25.0,559c2234e4b06aca36af13c6,1.0,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,800,,
149,5ff36c590a7214ada1000589,,043000079904,GEVALIA KAFFE Cold Brew Iced Latte Mocha 11fl OZ,5,5,25.0,559c2234e4b06aca36af13c6,1.0,GEVALIA KAFFE COLD BREW COFFEE BEVERAGE,559c2234e4b06aca36af13c6,800,,
150,5ff29be20a7214ada1000571,KRAFT EASY CHEESE,044000000745,-Cheddar,1.00,1030,,,1.0,SARGENTO RICOTTA CHEESE,5e7cf838f221c312e698a628,,,
151,5ff3416f0a7214ada1000576,,,"flipbelt level terrain waist pouch, neon yellow, large/32-35",28.57,0,,,1.0,,,,,
